Country,Location_Type,MT,Cost Centre,Grade,Jan_HC,Feb_HC,Mar_HC,Apr_HC,May_HC,Jun_HC,Jul_HC,Aug_HC,Sep_HC,Oct_HC,Nov_HC,Dec_HC,Jan_Budget,Feb_Budget,Mar_Budget,Apr_Budget,May_Budget,Jun_Budget,Jul_Budget,Aug_Budget,Sep_Budget,Oct_Budget,Nov_Budget,Dec_Budget,Dec_Variance
SG,Onshore,WRB,WRB_SG_1575,B5,2,4,3,2,2,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,WRB,WRB_GBS IN_1516,B6,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,T&O,T&O_US_1819,B7,3,3,3,4,4,3,3,5,5,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UK,Onshore,S&T,S&T_UK_1302,B7,3,3,3,2,1,1,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,S&T,S&T_UK_1303,B7,2,4,3,4,2,2,4,4,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UAE,Onshore,T&O,T&O_UAE_1830,B6,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,T&O,T&O_CN_1834,B5,3,4,4,4,3,2,2,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,T&O,T&O_UK_1842,B4,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
SG,Onshore,T&O,T&O_SG_1831,B7,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,CIB,CIB_IN_1436,B6,6,4,4,6,4,6,6,6,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UK,Onshore,Risk,Risk_UK_1245,B5,1,3,1,3,3,1,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
GBS IN,Offshore,T&O,T&O_GBS IN_1833,MD,6,4,6,4,5,4,5,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
CN,Onshore,CIB,CIB_CN_1411,B7,2,1,2,2,2,2,2,3,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
HK,Onshore,S&T,S&T_HK_1242,B6,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UK,Onshore,T&O,T&O_UK_1843,B6,2,3,3,3,3,4,4,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,WRB,WRB_SG_1576,B6,1,2,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,CFCR,CFCR_UAE_1274,B6,1,2,2,1,1,3,1,3,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
HK,Onshore,GCFO,GCFO_HK_1143,B4,4,5,3,3,5,4,3,3,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
GBS IN,Offshore,WRB,WRB_GBS IN_1517,B4,3,3,2,2,3,2,4,2,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UAE,Onshore,CIB,CIB_UAE_1395,B5,2,3,1,3,2,3,1,2,3,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1269,B5,3,3,1,1,1,2,2,1,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,T&O,T&O_UK_1844,B5,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,S&T,S&T_UAE_1271,B7,4,4,5,5,3,4,4,4,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,1
SG,Onshore,CIB,CIB_SG_1392,B7,3,4,5,5,3,3,4,5,5,3,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
CN,Onshore,CIB,CIB_CN_1412,B6,5,3,4,3,5,4,4,3,5,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
UAE,Onshore,WRB,WRB_UAE_1544,B4,3,3,5,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
IN,Onshore,WRB,WRB_IN_1562,B5,1,1,1,1,1,3,1,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,CIB,CIB_UK_1444,B6,4,4,4,6,6,4,5,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UK,Onshore,CIB,CIB_UK_1445,B6,4,5,4,6,5,5,6,4,4,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
UK,Onshore,WRB,WRB_UK_1519,B5,4,5,3,4,4,3,5,4,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
IN,Onshore,S&T,S&T_IN_1257,B4,4,5,6,4,6,4,4,6,4,4,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,Risk,Risk_HK_1274,B5,1,3,3,2,1,1,1,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,Risk,Risk_SG_1251,B7,4,6,5,4,5,5,6,6,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
IN,Onshore,WRB,WRB_IN_1563,B7,2,1,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
GBS IN,Offshore,Risk,Risk_GBS IN_1278,B6,1,2,1,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
SG,Onshore,CIB,CIB_SG_1393,B4,4,3,2,4,3,4,4,4,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,CIB,CIB_UK_1446,B5,5,5,6,5,5,6,6,4,5,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,CIB,CIB_CN_1413,B5,4,4,2,4,3,2,2,3,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1834,B5,2,2,2,1,2,3,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UAE,Onshore,CIB,CIB_UAE_1396,B5,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,S&T,S&T_UK_1304,B7,4,5,4,4,4,4,4,5,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
HK,Onshore,GCFO,GCFO_HK_1144,B7,1,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,GCFO,GCFO_UAE_1136,B7,3,4,3,4,2,4,4,4,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1403,B6,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,T&O,T&O_HK_1848,B4,3,4,2,3,3,2,2,2,4,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UK,Onshore,T&O,T&O_UK_1845,B7,2,3,4,4,2,4,3,4,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,S&T,S&T_UK_1305,B6,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,T&O,T&O_UAE_1831,B6,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
HK,Onshore,WRB,WRB_HK_1530,B6,2,4,4,2,2,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,CFCR,CFCR_UAE_1275,B5,4,4,2,2,2,4,4,3,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,CIB,CIB_UK_1447,B5,3,3,2,2,2,3,2,2,4,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
HK,Onshore,WRB,WRB_HK_1531,B6,7,7,6,5,5,7,6,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,-1
CN,Onshore,CFCR,CFCR_CN_1294,B6,3,2,1,2,3,3,2,2,3,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,T&O,T&O_US_1820,B6,6,4,5,6,4,4,6,5,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,CIB,CIB_CN_1414,B6,5,5,5,6,4,4,5,4,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0
US,Onshore,T&O,T&O_US_1821,B4,6,6,6,5,4,4,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UAE,Onshore,WRB,WRB_UAE_1545,MD,5,6,6,6,5,4,5,4,4,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UAE,Onshore,WRB,WRB_UAE_1546,B4,2,1,1,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UK,Onshore,CIB,CIB_UK_1448,B6,5,4,5,5,5,4,4,5,6,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
SG,Onshore,T&O,T&O_SG_1832,MD,6,4,4,4,6,5,5,4,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
SG,Onshore,T&O,T&O_SG_1833,B7,2,1,1,3,3,2,1,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
US,Onshore,CIB,CIB_US_1438,B6,6,5,5,4,4,6,5,4,5,4,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
GBS IN,Offshore,WRB,WRB_GBS IN_1518,B6,4,3,3,4,2,2,2,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,T&O,T&O_HK_1849,B4,3,4,3,3,5,3,4,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
CN,Onshore,WRB,WRB_CN_1546,B6,2,1,1,1,3,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UAE,Onshore,Risk,Risk_UAE_1291,B5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,CFCR,CFCR_US_1277,B6,3,1,3,1,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
US,Onshore,T&O,T&O_US_1822,B5,5,5,5,5,4,4,5,3,3,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
US,Onshore,CIB,CIB_US_1439,B6,1,1,2,1,2,1,1,3,3,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,WRB,WRB_GBS IN_1519,B5,3,2,1,1,3,3,2,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
HK,Onshore,S&T,S&T_HK_1243,B6,2,2,3,1,2,1,3,3,3,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
GBS IN,Offshore,CIB,CIB_GBS IN_1404,B6,6,4,4,5,4,4,4,5,5,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UK,Onshore,T&O,T&O_UK_1846,B5,5,5,3,3,4,5,4,5,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
SG,Onshore,WRB,WRB_SG_1577,B6,2,3,1,2,1,3,1,3,1,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UAE,Onshore,S&T,S&T_UAE_1272,B6,1,3,2,1,1,2,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,CFCR,CFCR_IN_1282,B6,2,2,1,2,3,2,2,2,3,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UK,Onshore,T&O,T&O_UK_1847,B7,4,2,3,3,2,2,3,4,2,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UAE,Onshore,T&O,T&O_UAE_1832,MD,4,4,5,6,4,4,6,6,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UK,Onshore,T&O,T&O_UK_1848,B6,2,1,1,2,2,3,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
US,Onshore,WRB,WRB_US_1547,B4,4,4,6,4,4,6,4,4,5,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,CFCR,CFCR_HK_1255,B6,2,2,2,2,2,3,4,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,CIB,CIB_GBS IN_1405,B4,3,4,4,3,5,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
CN,Onshore,GCFO,GCFO_CN_1114,B5,2,4,4,3,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,GCFO,GCFO_UK_1148,B6,4,5,4,3,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
GBS IN,Offshore,S&T,S&T_GBS IN_1285,B6,2,4,3,2,4,4,2,2,2,2,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,T&O,T&O_HK_1850,B7,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,WRB,WRB_SG_1578,B5,3,2,3,4,4,3,3,4,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
GBS IN,Offshore,S&T,S&T_GBS IN_1286,B7,2,4,3,3,3,3,3,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,T&O,T&O_US_1823,B6,1,2,1,2,1,1,2,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
US,Onshore,CIB,CIB_US_1440,B7,1,2,1,1,3,1,2,2,1,2,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1
CN,Onshore,T&O,T&O_CN_1835,B7,3,2,4,4,3,3,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,T&O,T&O_US_1824,B5,4,2,3,3,4,2,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,CFCR,CFCR_UAE_1276,B4,6,6,4,6,4,6,6,4,6,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
GBS IN,Offshore,CIB,CIB_GBS IN_1406,B7,1,2,2,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,WRB,WRB_CN_1547,B7,1,1,3,1,1,1,1,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
IN,Onshore,GCFO,GCFO_IN_1132,B6,4,2,3,4,2,4,4,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,Risk,Risk_GBS IN_1279,B7,4,5,6,6,6,4,6,4,5,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
SG,Onshore,CIB,CIB_SG_1394,B7,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,WRB,WRB_US_1548,B4,1,3,2,2,1,3,2,1,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
UK,Onshore,WRB,WRB_UK_1520,B4,3,2,4,3,4,3,4,2,2,3,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,Risk,Risk_IN_1278,B6,3,4,5,5,4,5,4,3,5,5,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UK,Onshore,S&T,S&T_UK_1306,B5,4,4,4,4,2,4,3,3,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,CIB,CIB_SG_1395,B6,2,4,3,2,4,2,2,2,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1835,B4,3,5,5,4,3,3,5,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
CN,Onshore,T&O,T&O_CN_1836,B5,5,5,4,3,3,4,3,4,5,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,0
SG,Onshore,CFCR,CFCR_SG_1287,B4,4,4,4,2,4,4,2,3,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
GBS IN,Offshore,WRB,WRB_GBS IN_1520,B4,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UAE,Onshore,GCFO,GCFO_UAE_1137,B4,2,3,1,3,3,2,3,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
UK,Onshore,CIB,CIB_UK_1449,B6,1,3,2,2,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
IN,Onshore,WRB,WRB_IN_1564,B6,2,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
US,Onshore,CIB,CIB_US_1441,MD,4,4,5,4,3,3,5,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
IN,Onshore,CIB,CIB_IN_1437,B6,2,4,2,4,3,3,3,2,2,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,CIB,CIB_US_1442,B5,4,5,5,6,5,5,5,4,5,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,T&O,T&O_HK_1851,B7,2,2,2,2,4,4,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,WRB,WRB_UAE_1547,B6,2,2,4,2,4,4,3,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
CN,Onshore,CFCR,CFCR_CN_1295,B4,4,3,3,3,3,5,3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
GBS IN,Offshore,Risk,Risk_GBS IN_1280,B6,5,5,5,3,4,3,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
HK,Onshore,T&O,T&O_HK_1852,B5,1,2,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UAE,Onshore,WRB,WRB_UAE_1548,B5,5,3,4,5,3,5,3,3,3,4,3,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
US,Onshore,CFCR,CFCR_US_1278,B6,2,3,1,3,2,3,1,2,2,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
GBS IN,Offshore,T&O,T&O_GBS IN_1836,B4,1,2,2,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
UK,Onshore,GCFO,GCFO_UK_1149,B6,6,4,4,4,4,4,4,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,0
UAE,Onshore,WRB,WRB_UAE_1549,B4,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
SG,Onshore,CIB,CIB_SG_1396,B6,3,2,4,3,4,4,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UAE,Onshore,CFCR,CFCR_UAE_1277,MD,4,3,4,3,3,2,3,2,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,T&O,T&O_IN_1781,B6,1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,GCFO,GCFO_CN_1115,B5,2,4,3,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,WRB,WRB_UK_1521,B6,2,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,T&O,T&O_SG_1834,B5,4,3,4,5,3,5,5,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
UAE,Onshore,CFCR,CFCR_UAE_1278,B5,5,5,3,4,5,3,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
SG,Onshore,WRB,WRB_SG_1579,B4,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
CN,Onshore,S&T,S&T_CN_1260,B6,2,2,1,1,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
CN,Onshore,Risk,Risk_CN_1309,B4,2,2,3,3,2,4,2,3,4,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,WRB,WRB_CN_1548,B7,3,4,2,4,4,2,2,3,4,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,S&T,S&T_IN_1258,B6,2,3,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
IN,Onshore,Risk,Risk_IN_1279,B7,2,2,1,3,2,1,1,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
SG,Onshore,CFCR,CFCR_SG_1288,B6,2,2,4,2,2,3,4,4,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,CIB,CIB_US_1443,B7,5,4,4,3,4,5,4,4,5,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
GBS IN,Offshore,S&T,S&T_GBS IN_1287,B4,2,3,4,2,4,4,4,2,2,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
UK,Onshore,WRB,WRB_UK_1522,B7,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
IN,Onshore,T&O,T&O_IN_1782,B4,2,3,2,4,4,2,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,1
UK,Onshore,WRB,WRB_UK_1523,B5,5,5,5,3,5,5,3,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,WRB,WRB_US_1549,B6,3,3,2,4,3,2,4,2,4,4,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
HK,Onshore,CFCR,CFCR_HK_1256,B5,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
HK,Onshore,T&O,T&O_HK_1853,B5,4,4,2,2,2,3,2,4,2,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
IN,Onshore,WRB,WRB_IN_1565,B6,5,5,4,3,5,3,3,4,4,4,5,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
US,Onshore,CFCR,CFCR_US_1279,B4,2,2,2,3,2,4,2,2,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,1
US,Onshore,T&O,T&O_US_1825,B4,6,6,4,4,4,5,4,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
GBS IN,Offshore,T&O,T&O_GBS IN_1837,B6,5,5,3,4,3,3,4,5,3,3,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
US,Onshore,T&O,T&O_US_1826,B4,3,4,5,3,4,3,3,3,3,3,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
IN,Onshore,Risk,Risk_IN_1280,B7,1,1,1,2,1,1,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1
UAE,Onshore,CIB,CIB_UAE_1397,B6,4,4,5,3,3,3,3,5,4,3,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
US,Onshore,S&T,S&T_US_1288,B6,3,4,4,3,3,2,4,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,0
IN,Onshore,Risk,Risk_IN_1281,B7,4,5,3,4,4,3,5,5,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,4,1
UK,Onshore,T&O,T&O_UK_1849,B6,4,4,3,3,5,5,4,5,3,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,1
US,Onshore,S&T,S&T_US_1289,B7,1,3,1,2,2,3,2,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
US,Onshore,WRB,WRB_US_1550,B5,2,1,1,1,2,3,1,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1
US,Onshore,CFCR,CFCR_US_1280,B4,3,2,4,2,2,2,4,2,3,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
SG,Onshore,CFCR,CFCR_SG_1289,B6,3,3,4,3,2,4,3,4,2,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
UK,Onshore,WRB,WRB_UK_1524,MD,3,2,1,1,3,2,2,2,1,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,1
SG,Onshore,T&O,T&O_SG_1835,MD,6,6,5,5,4,5,6,4,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
IN,Onshore,T&O,T&O_IN_1783,B6,3,4,3,5,4,5,3,5,3,5,4,3,4,4,4,4,4,4,4,4,4,4,4,4,-1
CN,Onshore,WRB,WRB_CN_1549,MD,4,3,2,2,4,4,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
US,Onshore,CFCR,CFCR_US_1281,B6,1,1,2,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
SG,Onshore,WRB,WRB_SG_1580,MD,6,5,6,6,4,4,5,6,5,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,1
US,Onshore,T&O,T&O_US_1827,B7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,WRB,WRB_GBS IN_1521,B6,3,2,3,4,4,4,4,3,2,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1
SG,Onshore,WRB,WRB_SG_1581,B6,1,3,2,3,3,1,2,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,-1
UK,Onshore,S&T,S&T_UK_1307,B6,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
GBS IN,Offshore,CIB,CIB_GBS IN_1407,B6,3,4,3,3,5,3,5,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,0
UAE,Onshore,T&O,T&O_UAE_1833,B6,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
IN,Onshore,WRB,WRB_IN_1566,B4,4,5,6,4,6,6,6,6,6,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,-1
UK,Onshore,WRB,WRB_UK_1525,MD,3,3,3,3,2,3,2,1,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,T&O,T&O_IN_1784,B6,4,4,4,5,4,6,5,6,5,6,4,6,5,5,5,5,5,5,5,5,5,5,5,5,1
CN,Onshore,T&O,T&O_CN_1837,B6,4,5,5,5,5,6,6,6,6,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
HK,Onshore,WRB,WRB_HK_1532,MD,6,4,6,5,5,5,5,5,4,6,5,6,5,5,5,5,5,5,5,5,5,5,5,5,1
GBS IN,Offshore,CFCR,CFCR_GBS IN_1270,B5,2,4,2,2,4,2,2,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0
HK,Onshore,S&T,S&T_HK_1244,B4,2,2,1,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0
IN,Onshore,S&T,S&T_IN_1259,B6,3,4,2,2,3,4,2,2,4,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,-1
CN,Onshore,Risk,Risk_CN_1310,B6,4,6,6,4,4,5,4,4,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,0
